,Unnamed: 0,SampleName,SequencingRun_or_FolderName,Read1_Name,Read1_checksum,Read1_Count,Read2_Name,Read2_checksum,Read2_Count,PairEnd_ReadCount_Equal?,Fastq_PATH,r1_zip,r2_zip,r1_key1,r1_r2_
3114,3114,SGLP-0046,SGPC-01,SGLP-0046_S46_L001_R1_001.fastq.gz;SGLP-0046_S46_L002_R1_001.fastq.gz,8239a06bbdb259f3d302e889cc0f488a;cfc436e908b2c65cc0c86fc9ed5c94ab,2613067;2703126,SGLP-0046_S46_L001_R2_001.fastq.gz;SGLP-0046_S46_L002_R2_001.fastq.gz,ff15b7370e9721c1d6404728a189d70b;a625e7e6a20285e50ee379bd50cb23f6,2613067;2703126,Yes,HiSeqData/SGPC-01/ihg-client.ucsf.edu/bastianb/170802_D00328_0680_AHM53WBCXY_bastianb-SGPC-001,"{'SGLP-0046_S46_L001_R1_001.fastq.gz': '8239a06bbdb259f3d302e889cc0f488a', 'SGLP-0046_S46_L002_R1_001.fastq.gz': 'cfc436e908b2c65cc0c86fc9ed5c94ab'}","{'SGLP-0046_S46_L001_R2_001.fastq.gz': 'ff15b7370e9721c1d6404728a189d70b', 'SGLP-0046_S46_L002_R2_001.fastq.gz': 'a625e7e6a20285e50ee379bd50cb23f6'}",SGLP-0046_S46_L001_R1_001.fastq.gz,{}
3115,3115,SGLP-0047,SGPC-01,SGLP-0047_S47_L001_R1_001.fastq.gz;SGLP-0047_S47_L002_R1_001.fastq.gz,56112bbd630191b72aaf0419dabe1a4a;b7e136421df1df91c4888e0a9bd846d0,2438158;2514350,SGLP-0047_S47_L001_R2_001.fastq.gz;SGLP-0047_S47_L002_R2_001.fastq.gz,2351b03c102c943f82db8dd33c74a9d6;13860e8826a5455a172614fc1f968193,2438158;2514350,Yes,HiSeqData/SGPC-01/ihg-client.ucsf.edu/bastianb/170802_D00328_0680_AHM53WBCXY_bastianb-SGPC-001,"{'SGLP-0047_S47_L001_R1_001.fastq.gz': '56112bbd630191b72aaf0419dabe1a4a', 'SGLP-0047_S47_L002_R1_001.fastq.gz': 'b7e136421df1df91c4888e0a9bd846d0'}","{'SGLP-0047_S47_L001_R2_001.fastq.gz': '2351b03c102c943f82db8dd33c74a9d6', 'SGLP-0047_S47_L002_R2_001.fastq.gz': '13860e8826a5455a172614fc1f968193'}",SGLP-0047_S47_L001_R1_001.fastq.gz,{}
3116,3116,SGLP-0048,SGPC-01,SGLP-0048_S48_L001_R1_001.fastq.gz;SGLP-0048_S48_L002_R1_001.fastq.gz,79c89e6c9ebaaff1717922b90e42d9dd;235ee4217750dd63d115d97575aeb985,1919126;1987060,SGLP-0048_S48_L001_R2_001.fastq.gz;SGLP-0048_S48_L002_R2_001.fastq.gz,c2e88e9328bf55a4d0917f6933220c5a;0c239bca15dda24aaaf576b05d0a7f02,1919126;1987060,Yes,HiSeqData/SGPC-01/ihg-client.ucsf.edu/bastianb/170802_D00328_0680_AHM53WBCXY_bastianb-SGPC-001,"{'SGLP-0048_S48_L001_R1_001.fastq.gz': '79c89e6c9ebaaff1717922b90e42d9dd', 'SGLP-0048_S48_L002_R1_001.fastq.gz': '235ee4217750dd63d115d97575aeb985'}","{'SGLP-0048_S48_L001_R2_001.fastq.gz': 'c2e88e9328bf55a4d0917f6933220c5a', 'SGLP-0048_S48_L002_R2_001.fastq.gz': '0c239bca15dda24aaaf576b05d0a7f02'}",SGLP-0048_S48_L001_R1_001.fastq.gz,{}
3117,3117,SGLP-0001,SGPC-02,SGLP-0001_S1_L001_R1_001.fastq.gz;SGLP-0001_S1_L002_R1_001.fastq.gz,786d2bd082070df64d92ccf5e3df1d14;7ebc929bb57c639088b393ddd4a1b7e4,1127049;1176406,SGLP-0001_S1_L001_R2_001.fastq.gz;SGLP-0001_S1_L002_R2_001.fastq.gz,dee33df79e60d12dcb80312046d74cc9;41a6a4091e53ae9d259b598c1896d04d,1127049;1176406,Yes,HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,"{'SGLP-0001_S1_L001_R1_001.fastq.gz': '786d2bd082070df64d92ccf5e3df1d14', 'SGLP-0001_S1_L002_R1_001.fastq.gz': '7ebc929bb57c639088b393ddd4a1b7e4'}","{'SGLP-0001_S1_L001_R2_001.fastq.gz': 'dee33df79e60d12dcb80312046d74cc9', 'SGLP-0001_S1_L002_R2_001.fastq.gz': '41a6a4091e53ae9d259b598c1896d04d'}",SGLP-0001_S1_L001_R1_001.fastq.gz,{}
3118,3118,SGLP-0002,SGPC-02,SGLP-0002_S2_L001_R1_001.fastq.gz;SGLP-0002_S2_L002_R1_001.fastq.gz,e46dd33821b478a5cf2118ebe0c1661a;e3eb4863193e10c9decdbb8cd73f59b9,1765561;1844732,SGLP-0002_S2_L001_R2_001.fastq.gz;SGLP-0002_S2_L002_R2_001.fastq.gz,c772ac3b8e9f848de59f6c0c058ce0b7;f218ec3eaead99895e5cc9e4bc1debbc,1765561;1844732,Yes,HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,"{'SGLP-0002_S2_L001_R1_001.fastq.gz': 'e46dd33821b478a5cf2118ebe0c1661a', 'SGLP-0002_S2_L002_R1_001.fastq.gz': 'e3eb4863193e10c9decdbb8cd73f59b9'}","{'SGLP-0002_S2_L001_R2_001.fastq.gz': 'c772ac3b8e9f848de59f6c0c058ce0b7', 'SGLP-0002_S2_L002_R2_001.fastq.gz': 'f218ec3eaead99895e5cc9e4bc1debbc'}",SGLP-0002_S2_L001_R1_001.fastq.gz,{}
3119,3119,SGLP-0003,SGPC-02,SGLP-0003_S3_L001_R1_001.fastq.gz;SGLP-0003_S3_L002_R1_001.fastq.gz,3b32ae150eb876e207f7ba30c085d01c;03400df85a757a3a97092b0270db3666,1192251;1235877,SGLP-0003_S3_L001_R2_001.fastq.gz;SGLP-0003_S3_L002_R2_001.fastq.gz,2515f4b6ea41bfe7e4d41cc5872a2d7c;3da00293948e95a9543017f067296883,1192251;1235877,Yes,HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,"{'SGLP-0003_S3_L001_R1_001.fastq.gz': '3b32ae150eb876e207f7ba30c085d01c', 'SGLP-0003_S3_L002_R1_001.fastq.gz': '03400df85a757a3a97092b0270db3666'}","{'SGLP-0003_S3_L001_R2_001.fastq.gz': '2515f4b6ea41bfe7e4d41cc5872a2d7c', 'SGLP-0003_S3_L002_R2_001.fastq.gz': '3da00293948e95a9543017f067296883'}",SGLP-0003_S3_L001_R1_001.fastq.gz,{}
3120,3120,SGLP-0004,SGPC-02,SGLP-0004_S4_L001_R1_001.fastq.gz;SGLP-0004_S4_L002_R1_001.fastq.gz,31120e73bb2b7ca38a08b3bf28b34995;310ed361095c95ef53db6af8056c11a5,1401679;1462989,SGLP-0004_S4_L001_R2_001.fastq.gz;SGLP-0004_S4_L002_R2_001.fastq.gz,1f4dc1e8e863f7d276d229b5b6721967;e39fa371a4a149313878fc6d9462d16e,1401679;1462989,Yes,HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,"{'SGLP-0004_S4_L001_R1_001.fastq.gz': '31120e73bb2b7ca38a08b3bf28b34995', 'SGLP-0004_S4_L002_R1_001.fastq.gz': '310ed361095c95ef53db6af8056c11a5'}","{'SGLP-0004_S4_L001_R2_001.fastq.gz': '1f4dc1e8e863f7d276d229b5b6721967', 'SGLP-0004_S4_L002_R2_001.fastq.gz': 'e39fa371a4a149313878fc6d9462d16e'}",SGLP-0004_S4_L001_R1_001.fastq.gz,{}
3121,3121,SGLP-0005,SGPC-02,SGLP-0005_S5_L001_R1_001.fastq.gz;SGLP-0005_S5_L002_R1_001.fastq.gz,04a44bc893482084ac2d2098edf6ed0d;359686569f351018e9e4661d9bbad329,1473787;1531660,SGLP-0005_S5_L001_R2_001.fastq.gz;SGLP-0005_S5_L002_R2_001.fastq.gz,3f3a25d9ebd94aff942b535b90a91e1f;71cbded7cba0a34422084851ced827db,1473787;1531660,Yes,HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,"{'SGLP-0005_S5_L001_R1_001.fastq.gz': '04a44bc893482084ac2d2098edf6ed0d', 'SGLP-0005_S5_L002_R1_001.fastq.gz': '359686569f351018e9e4661d9bbad329'}","{'SGLP-0005_S5_L001_R2_001.fastq.gz': '3f3a25d9ebd94aff942b535b90a91e1f', 'SGLP-0005_S5_L002_R2_001.fastq.gz': '71cbded7cba0a34422084851ced827db'}",SGLP-0005_S5_L001_R1_001.fastq.gz,{}
3122,3122,SGLP-0006,SGPC-02,SGLP-0006_S6_L001_R1_001.fastq.gz;SGLP-0006_S6_L002_R1_001.fastq.gz,a649bff266cd2e82535d8fe9c1bbbd8c;8ff818debbef27329f3ef80d8709af3b,1242754;1288655,SGLP-0006_S6_L001_R2_001.fastq.gz;SGLP-0006_S6_L002_R2_001.fastq.gz,b081dd2f97101ee3c6d051a3c3c57d4c;3aadbe01b523bfe10c97efb9266824bc,1242754;1288655,Yes,HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,"{'SGLP-0006_S6_L001_R1_001.fastq.gz': 'a649bff266cd2e82535d8fe9c1bbbd8c', 'SGLP-0006_S6_L002_R1_001.fastq.gz': '8ff818debbef27329f3ef80d8709af3b'}","{'SGLP-0006_S6_L001_R2_001.fastq.gz': 'b081dd2f97101ee3c6d051a3c3c57d4c', 'SGLP-0006_S6_L002_R2_001.fastq.gz': '3aadbe01b523bfe10c97efb9266824bc'}",SGLP-0006_S6_L001_R1_001.fastq.gz,{}
3123,3123,SGLP-0007,SGPC-02,SGLP-0007_S7_L001_R1_001.fastq.gz;SGLP-0007_S7_L002_R1_001.fastq.gz,3c161c12cb255209221922cd239b24be;905f7228a9c86e057431426bd176a1d1,1311608;1320965,SGLP-0007_S7_L001_R2_001.fastq.gz;SGLP-0007_S7_L002_R2_001.fastq.gz,98e8b820e6ed6d9aca2d7c0b7c6deb52;4bc05a9855f25d8f16d3fb676ef7f8ef,1311608;1320965,Yes,HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,"{'SGLP-0007_S7_L001_R1_001.fastq.gz': '3c161c12cb255209221922cd239b24be', 'SGLP-0007_S7_L002_R1_001.fastq.gz': '905f7228a9c86e057431426bd176a1d1'}","{'SGLP-0007_S7_L001_R2_001.fastq.gz': '98e8b820e6ed6d9aca2d7c0b7c6deb52', 'SGLP-0007_S7_L002_R2_001.fastq.gz': '4bc05a9855f25d8f16d3fb676ef7f8ef'}",SGLP-0007_S7_L001_R1_001.fastq.gz,{}
3124,3124,SGLP-0008,SGPC-02,SGLP-0008_S8_L001_R1_001.fastq.gz;SGLP-0008_S8_L002_R1_001.fastq.gz,cfc5a61239d4114fa9dba16a187c8b57;8ee27892cb15bbdb84133d13949e389b,1775545;1849911,SGLP-0008_S8_L001_R2_001.fastq.gz;SGLP-0008_S8_L002_R2_001.fastq.gz,34a3dbb0d51658ae41942baac1536af8;c52eb1a72ba1ee68b5f99e05c84d404d,1775545;1849911,Yes,HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,"{'SGLP-0008_S8_L001_R1_001.fastq.gz': 'cfc5a61239d4114fa9dba16a187c8b57', 'SGLP-0008_S8_L002_R1_001.fastq.gz': '8ee27892cb15bbdb84133d13949e389b'}","{'SGLP-0008_S8_L001_R2_001.fastq.gz': '34a3dbb0d51658ae41942baac1536af8', 'SGLP-0008_S8_L002_R2_001.fastq.gz': 'c52eb1a72ba1ee68b5f99e05c84d404d'}",SGLP-0008_S8_L001_R1_001.fastq.gz,{}
3125,3125,SGLP-0009,SGPC-02,SGLP-0009_S9_L001_R1_001.fastq.gz;SGLP-0009_S9_L002_R1_001.fastq.gz,06e772c18850716780c62427d6021e1b;c482650093fb6ae039ec94e98eb873d3,870026;901430,SGLP-0009_S9_L001_R2_001.fastq.gz;SGLP-0009_S9_L002_R2_001.fastq.gz,06ef9b05d2086cb8f3d37ba15bc8c00e;b3e376d4ce6729ebf54f508d177d1874,870026;901430,Yes,HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,"{'SGLP-0009_S9_L001_R1_001.fastq.gz': '06e772c18850716780c62427d6021e1b', 'SGLP-0009_S9_L002_R1_001.fastq.gz': 'c482650093fb6ae039ec94e98eb873d3'}","{'SGLP-0009_S9_L001_R2_001.fastq.gz': '06ef9b05d2086cb8f3d37ba15bc8c00e', 'SGLP-0009_S9_L002_R2_001.fastq.gz': 'b3e376d4ce6729ebf54f508d177d1874'}",SGLP-0009_S9_L001_R1_001.fastq.gz,{}
3126,3126,SGLP-0010,SGPC-02,SGLP-0010_S10_L001_R1_001.fastq.gz;SGLP-0010_S10_L002_R1_001.fastq.gz,f1f8a3fe45477ce1c742b55f6f5858a9;b352bb9a76a79d82a2e3875d028bf576,958910;997593,SGLP-0010_S10_L001_R2_001.fastq.gz;SGLP-0010_S10_L002_R2_001.fastq.gz,cf255e9b1b9b6162c84b93f598529d7b;e6ec155e786759cf0e0dde935824714d,958910;997593,Yes,HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,"{'SGLP-0010_S10_L001_R1_001.fastq.gz': 'f1f8a3fe45477ce1c742b55f6f5858a9', 'SGLP-0010_S10_L002_R1_001.fastq.gz': 'b352bb9a76a79d82a2e3875d028bf576'}","{'SGLP-0010_S10_L001_R2_001.fastq.gz': 'cf255e9b1b9b6162c84b93f598529d7b', 'SGLP-0010_S10_L002_R2_001.fastq.gz': 'e6ec155e786759cf0e0dde935824714d'}",SGLP-0010_S10_L001_R1_001.fastq.gz,{}
3127,3127,SGLP-0011,SGPC-02,SGLP-0011_S11_L001_R1_001.fastq.gz;SGLP-0011_S11_L002_R1_001.fastq.gz,36274940918e7f1400356a487ebf20fc;a6a50d974287ee73506cc63ffef15067,1399383;1448246,SGLP-0011_S11_L001_R2_001.fastq.gz;SGLP-0011_S11_L002_R2_001.fastq.gz,fa953c031e08f967b824ae4c383e7445;f56f76e340415d43bf6744087be12f54,1399383;1448246,Yes,HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,"{'SGLP-0011_S11_L001_R1_001.fastq.gz': '36274940918e7f1400356a487ebf20fc', 'SGLP-0011_S11_L002_R1_001.fastq.gz': 'a6a50d974287ee73506cc63ffef15067'}","{'SGLP-0011_S11_L001_R2_001.fastq.gz': 'fa953c031e08f967b824ae4c383e7445', 'SGLP-0011_S11_L002_R2_001.fastq.gz': 'f56f76e340415d43bf6744087be12f54'}",SGLP-0011_S11_L001_R1_001.fastq.gz,{}
3128,3128,SGLP-0012,SGPC-02,SGLP-0012_S12_L001_R1_001.fastq.gz;SGLP-0012_S12_L002_R1_001.fastq.gz,d2f90427830de026749544752bd8393e;442514d70798e5bb48a8e38d97adee11,1232169;1283453,SGLP-0012_S12_L001_R2_001.fastq.gz;SGLP-0012_S12_L002_R2_001.fastq.gz,d2edb18b5e990376c2b56d4e7807254d;1799daa73a085e0af9bcac089bb15299,1232169;1283453,Yes,HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,"{'SGLP-0012_S12_L001_R1_001.fastq.gz': 'd2f90427830de026749544752bd8393e', 'SGLP-0012_S12_L002_R1_001.fastq.gz': '442514d70798e5bb48a8e38d97adee11'}","{'SGLP-0012_S12_L001_R2_001.fastq.gz': 'd2edb18b5e990376c2b56d4e7807254d', 'SGLP-0012_S12_L002_R2_001.fastq.gz': '1799daa73a085e0af9bcac089bb15299'}",SGLP-0012_S12_L001_R1_001.fastq.gz,{}
3129,3129,SGLP-0013,SGPC-02,SGLP-0013_S13_L001_R1_001.fastq.gz;SGLP-0013_S13_L002_R1_001.fastq.gz,ea1492bc19a4255436c90817e60cd58b;6226eedc5d6d8038bf82e09ede645fed,1758161;1833513,SGLP-0013_S13_L001_R2_001.fastq.gz;SGLP-0013_S13_L002_R2_001.fastq.gz,5ba13360d72875cdb59d43d7dc189348;c35f54cb4e5d18104f5c63b0d4fab51d,1758161;1833513,Yes,HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,"{'SGLP-0013_S13_L001_R1_001.fastq.gz': 'ea1492bc19a4255436c90817e60cd58b', 'SGLP-0013_S13_L002_R1_001.fastq.gz': '6226eedc5d6d8038bf82e09ede645fed'}","{'SGLP-0013_S13_L001_R2_001.fastq.gz': '5ba13360d72875cdb59d43d7dc189348', 'SGLP-0013_S13_L002_R2_001.fastq.gz': 'c35f54cb4e5d18104f5c63b0d4fab51d'}",SGLP-0013_S13_L001_R1_001.fastq.gz,{}
3130,3130,SGLP-0014,SGPC-02,SGLP-0014_S14_L001_R1_001.fastq.gz;SGLP-0014_S14_L002_R1_001.fastq.gz,27b9e93597672fa2b0af00893a466b69;8f10dd81539339f0d330b56de248be91,1361976;1417281,SGLP-0014_S14_L001_R2_001.fastq.gz;SGLP-0014_S14_L002_R2_001.fastq.gz,c55201419a480a1ec82b41c2dac4e961;67a725f38a7663b64abafb11f38b972c,1361976;1417281,Yes,HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,"{'SGLP-0014_S14_L001_R1_001.fastq.gz': '27b9e93597672fa2b0af00893a466b69', 'SGLP-0014_S14_L002_R1_001.fastq.gz': '8f10dd81539339f0d330b56de248be91'}","{'SGLP-0014_S14_L001_R2_001.fastq.gz': 'c55201419a480a1ec82b41c2dac4e961', 'SGLP-0014_S14_L002_R2_001.fastq.gz': '67a725f38a7663b64abafb11f38b972c'}",SGLP-0014_S14_L001_R1_001.fastq.gz,{}
3131,3131,SGLP-0015,SGPC-02,SGLP-0015_S15_L001_R1_001.fastq.gz;SGLP-0015_S15_L002_R1_001.fastq.gz,d32cfab1a3af6dd3be93670bae9b6e07;ba48050cbc2bb6ce7bf3c8bf46815395,843813;873770,SGLP-0015_S15_L001_R2_001.fastq.gz;SGLP-0015_S15_L002_R2_001.fastq.gz,4badb8e71b11f493dc4105f0d6f3acfc;28027361d0b94b9c0bf58805133cae64,843813;873770,Yes,HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,"{'SGLP-0015_S15_L001_R1_001.fastq.gz': 'd32cfab1a3af6dd3be93670bae9b6e07', 'SGLP-0015_S15_L002_R1_001.fastq.gz': 'ba48050cbc2bb6ce7bf3c8bf46815395'}","{'SGLP-0015_S15_L001_R2_001.fastq.gz': '4badb8e71b11f493dc4105f0d6f3acfc', 'SGLP-0015_S15_L002_R2_001.fastq.gz': '28027361d0b94b9c0bf58805133cae64'}",SGLP-0015_S15_L001_R1_001.fastq.gz,{}
3132,3132,SGLP-0016,SGPC-02,SGLP-0016_S16_L001_R1_001.fastq.gz;SGLP-0016_S16_L002_R1_001.fastq.gz,25e2667efd1970cc2b3fb28ef91fa624;8c5131de65bf0b40a44fc782f4ce1e11,834001;864166,SGLP-0016_S16_L001_R2_001.fastq.gz;SGLP-0016_S16_L002_R2_001.fastq.gz,3fc67ee641c9f41c5232747f436fca83;0174515d26720361ee882da3d3ea31cc,834001;864166,Yes,HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,"{'SGLP-0016_S16_L001_R1_001.fastq.gz': '25e2667efd1970cc2b3fb28ef91fa624', 'SGLP-0016_S16_L002_R1_001.fastq.gz': '8c5131de65bf0b40a44fc782f4ce1e11'}","{'SGLP-0016_S16_L001_R2_001.fastq.gz': '3fc67ee641c9f41c5232747f436fca83', 'SGLP-0016_S16_L002_R2_001.fastq.gz': '0174515d26720361ee882da3d3ea31cc'}",SGLP-0016_S16_L001_R1_001.fastq.gz,{}
3133,3133,SGLP-0017,SGPC-02,SGLP-0017_S17_L001_R1_001.fastq.gz;SGLP-0017_S17_L002_R1_001.fastq.gz,b25d6bc913f71d6f73d0d901e1ac3ddd;620638cfad9e143a855c0385f29d7e9c,1014370;1051569,SGLP-0017_S17_L001_R2_001.fastq.gz;SGLP-0017_S17_L002_R2_001.fastq.gz,d6ee468ea381c6d2e1243d269736d64e;98e2763ab06d2ed7504fd1e229ba3471,1014370;1051569,Yes,HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,"{'SGLP-0017_S17_L001_R1_001.fastq.gz': 'b25d6bc913f71d6f73d0d901e1ac3ddd', 'SGLP-0017_S17_L002_R1_001.fastq.gz': '620638cfad9e143a855c0385f29d7e9c'}","{'SGLP-0017_S17_L001_R2_001.fastq.gz': 'd6ee468ea381c6d2e1243d269736d64e', 'SGLP-0017_S17_L002_R2_001.fastq.gz': '98e2763ab06d2ed7504fd1e229ba3471'}",SGLP-0017_S17_L001_R1_001.fastq.gz,{}
3134,3134,SGLP-0018,SGPC-02,SGLP-0018_S18_L001_R1_001.fastq.gz;SGLP-0018_S18_L002_R1_001.fastq.gz,80e07d4c84025666e263b9ac4b24583a;8db998d2551c3b3b862a8eb70e93378b,878174;908556,SGLP-0018_S18_L001_R2_001.fastq.gz;SGLP-0018_S18_L002_R2_001.fastq.gz,eb0188ef645bd0e89840f2dbbab4781a;cd288d375085f02f78fa511f749a0d7e,878174;908556,Yes,HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,"{'SGLP-0018_S18_L001_R1_001.fastq.gz': '80e07d4c84025666e263b9ac4b24583a', 'SGLP-0018_S18_L002_R1_001.fastq.gz': '8db998d2551c3b3b862a8eb70e93378b'}","{'SGLP-0018_S18_L001_R2_001.fastq.gz': 'eb0188ef645bd0e89840f2dbbab4781a', 'SGLP-0018_S18_L002_R2_001.fastq.gz': 'cd288d375085f02f78fa511f749a0d7e'}",SGLP-0018_S18_L001_R1_001.fastq.gz,{}
3135,3135,SGLP-0019,SGPC-02,SGLP-0019_S19_L001_R1_001.fastq.gz;SGLP-0019_S19_L002_R1_001.fastq.gz,204930a9a55177166cda747692648862;e56640a55a0265f4c91d3ffeaebb025d,1286091;1336851,SGLP-0019_S19_L001_R2_001.fastq.gz;SGLP-0019_S19_L002_R2_001.fastq.gz,0c9606f961c6416fad15d2bd1d6a149d;f86fe4ed01cc8eed5e2aa998005e4d72,1286091;1336851,Yes,HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,"{'SGLP-0019_S19_L001_R1_001.fastq.gz': '204930a9a55177166cda747692648862', 'SGLP-0019_S19_L002_R1_001.fastq.gz': 'e56640a55a0265f4c91d3ffeaebb025d'}","{'SGLP-0019_S19_L001_R2_001.fastq.gz': '0c9606f961c6416fad15d2bd1d6a149d', 'SGLP-0019_S19_L002_R2_001.fastq.gz': 'f86fe4ed01cc8eed5e2aa998005e4d72'}",SGLP-0019_S19_L001_R1_001.fastq.gz,{}
3136,3136,SGLP-0020,SGPC-02,SGLP-0020_S20_L001_R1_001.fastq.gz;SGLP-0020_S20_L002_R1_001.fastq.gz,7710ac8d18d60649eeabf50c7b774924;9d1c57306866efb28040594acdd7cb78,829331;859748,SGLP-0020_S20_L001_R2_001.fastq.gz;SGLP-0020_S20_L002_R2_001.fastq.gz,a082964888c3eab7e195adb20714d0e7;49b3771fbc775084c6e38da54258a2eb,829331;859748,Yes,HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,"{'SGLP-0020_S20_L001_R1_001.fastq.gz': '7710ac8d18d60649eeabf50c7b774924', 'SGLP-0020_S20_L002_R1_001.fastq.gz': '9d1c57306866efb28040594acdd7cb78'}","{'SGLP-0020_S20_L001_R2_001.fastq.gz': 'a082964888c3eab7e195adb20714d0e7', 'SGLP-0020_S20_L002_R2_001.fastq.gz': '49b3771fbc775084c6e38da54258a2eb'}",SGLP-0020_S20_L001_R1_001.fastq.gz,{}
3137,3137,SGLP-0021,SGPC-02,SGLP-0021_S21_L001_R1_001.fastq.gz;SGLP-0021_S21_L002_R1_001.fastq.gz,d9ad8ad61cd5f0d15945ca690c2176ff;3a4c77daf76df2d14b28c1a0ecf5972d,1188344;1233505,SGLP-0021_S21_L001_R2_001.fastq.gz;SGLP-0021_S21_L002_R2_001.fastq.gz,412430882e63b5122aa4683335502d35;e054b3d5e6fa1e1dead37240241fa9f4,1188344;1233505,Yes,HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,"{'SGLP-0021_S21_L001_R1_001.fastq.gz': 'd9ad8ad61cd5f0d15945ca690c2176ff', 'SGLP-0021_S21_L002_R1_001.fastq.gz': '3a4c77daf76df2d14b28c1a0ecf5972d'}","{'SGLP-0021_S21_L001_R2_001.fastq.gz': '412430882e63b5122aa4683335502d35', 'SGLP-0021_S21_L002_R2_001.fastq.gz': 'e054b3d5e6fa1e1dead37240241fa9f4'}",SGLP-0021_S21_L001_R1_001.fastq.gz,{}
3138,3138,SGLP-0022,SGPC-02,SGLP-0022_S22_L001_R1_001.fastq.gz;SGLP-0022_S22_L002_R1_001.fastq.gz,9799a62162ff6871ea7d0773c559be9c;0a558184d67ad0e6c3552a7080916631,1006421;1047434,SGLP-0022_S22_L001_R2_001.fastq.gz;SGLP-0022_S22_L002_R2_001.fastq.gz,a662b030ff21b7225a5f14adf8f031a2;af01d5ea803b6506463c1fe58674d90d,1006421;1047434,Yes,HiSeqData/SGPC-02/ihg-client.ucsf.edu/bastianb/170922_D00328_0699_AHVWHNBCXY_bastianb-SGPC-002,"{'SGLP-0022_S22_L001_R1_001.fastq.gz': '9799a62162ff6871ea7d0773c559be9c', 'SGLP-0022_S22_L002_R1_001.fastq.gz': '0a558184d67ad0e6c3552a7080916631'}","{'SGLP-0022_S22_L001_R2_001.fastq.gz': 'a662b030ff21b7225a5f14adf8f031a2', 'SGLP-0022_S22_L002_R2_001.fastq.gz': 'af01d5ea803b6506463c1fe58674d90d'}",SGLP-0022_S22_L001_R1_001.fastq.gz,{}
